field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14
PCIM34W13F9300A1/AA,"Rectangular Power Connector, 34 Contacts, PCIM Series, Panel PCB Mount, Through Hole Straight",Manufacturer:POSITRONIC=Manufacturer Part No:PCIM34W13F9300A1/AA=Order Code:3933599=Product Range:PCIM Series=Technical Datasheet: PCIM34W13F9300A1/AA  Datasheet,No. of Contacts:34Contacts=Product Range:PCIM Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£52.04,1+:£52.04=5+:£44.95=10+:£42.08=25+:£38.39=50+:£34.69=100+:£34.00,"Country of Origin:Singapore, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLA04F300A1/AA,"Rectangular Power Connector, 4 Contacts, PLA Series, PCB Mount, Through Hole, 5 mm, Receptacle",Manufacturer:POSITRONIC=Manufacturer Part No:PLA04F300A1/AA=Order Code:3933607=Product Range:PLA Series=Technical Datasheet: PLA04F300A1/AA  Datasheet,No. of Contacts:4Contacts=Product Range:PLA Series=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:5mm=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£8.58,1+:£8.58=10+:£6.38=25+:£5.65=100+:£5.29=250+:£4.36=500+:£4.27,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.005634",3933607-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIB24W9M400A1/AA,"Rectangular Power Connector, 24 Contacts, PCIB Series, Panel PCB Mount, Through Hole, Plug",Manufacturer:POSITRONIC=Manufacturer Part No:PCIB24W9M400A1/AA=Order Code:3933569=Product Range:PCIB Series=Technical Datasheet: PCIB24W9M400A1/AA  Datasheet,No. of Contacts:24Contacts=Product Range:PCIB Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£19.78,1+:£19.78=5+:£17.75=10+:£15.74=25+:£14.73=50+:£13.44=100+:£12.15,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.019377",3933569-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIM30W15M400A1/AA,"Rectangular Power Connector, 30 Contacts, PCIM Series, Panel PCB Mount, Through Hole Right Angle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIM30W15M400A1/AA=Order Code:3933596=Product Range:PCIM Series=Technical Datasheet: PCIM30W15M400A1/AA  Datasheet,No. of Contacts:30Contacts=Product Range:PCIM Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£32.60,1+:£32.60=5+:£28.15=10+:£26.36=25+:£24.05=50+:£21.73=100+:£21.30,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",3933596-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
214796-E,"Rectangular Power Connector, 6P, M3, Press Fit, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214796-E=Order Code:4060452=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£2.97,1+:£2.97=10+:£2.20=100+:£1.75=250+:£1.64=500+:£1.50=1000+:£1.35,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIH49W25M400A1/AA-378.0,"Rectangular Power Connector, 49 Contacts, PCIH Series, Panel PCB Mount, Through Hole, Plug",Manufacturer:POSITRONIC=Manufacturer Part No:PCIH49W25M400A1/AA-378.0=Order Code:3933594=Product Range:PCIH Series=Technical Datasheet: PCIH49W25M400A1/AA-378.0  Datasheet,No. of Contacts:49Contacts=Product Range:PCIH Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£55.64,1+:£55.64=5+:£46.17=10+:£42.12=25+:£38.07=50+:£37.31=100+:£36.55,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.033784",3933594-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
GFSH89F1H/AA,"Rectangular Power Connector, GFSH Series, Cable Mount, Panel Mount",Manufacturer:POSITRONIC=Manufacturer Part No:GFSH89F1H/AA=Order Code:3933560=Product Range:GFSH Series=Technical Datasheet: GFSH89F1H/AA  Datasheet,"Product Range:GFSH Series=Connector Mounting:Cable Mount, Panel Mount",,,,£7.08,1+:£7.08=10+:£5.22=25+:£5.08=100+:£4.22=250+:£3.85=500+:£3.48,"Country of Origin:Singapore, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",3933558-40.jpg,3679167.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLA06M300A1/AA,"Rectangular Power Connector, 6 Contacts, PLA Series, Panel PCB Mount, Through Hole Straight, 5 mm",Manufacturer:POSITRONIC=Manufacturer Part No:PLA06M300A1/AA=Order Code:3933613=Product Range:PLA Series=Technical Datasheet: PLA06M300A1/AA  Datasheet,No. of Contacts:6Contacts=Product Range:PLA Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£8.90,1+:£8.90=10+:£6.61=25+:£5.86=100+:£5.49=250+:£4.53=500+:£4.44,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,POSI-S-A0000203910-1.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIB26W11F300A1/AA,"Rectangular Power Connector, 26 Contacts, PCIB Series, Panel PCB Mount, Through Hole Straight",Manufacturer:POSITRONIC=Manufacturer Part No:PCIB26W11F300A1/AA=Order Code:3933571=Product Range:PCIB Series=Technical Datasheet: PCIB26W11F300A1/AA  Datasheet,No. of Contacts:26Contacts=Product Range:PCIB Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£36.52,1+:£36.52=5+:£31.54=10+:£29.53=25+:£26.94=50+:£24.35=100+:£23.86,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",3933571-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIA60W36M400A1/AA,"Rectangular Power Connector, 60 Contacts, PCIA Series, Panel PCB Mount, Through Hole Right Angle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIA60W36M400A1/AA=Order Code:3933565=Product Range:PCIA Series=Technical Datasheet: PCIA60W36M400A1/AA  Datasheet,No. of Contacts:60Contacts=Product Range:PCIA Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£53.72,1+:£53.72=5+:£44.57=10+:£40.66=25+:£36.75=50+:£36.02=100+:£35.28,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIH47M400C1/AA,"Rectangular Power Connector, 47 Contacts, PCIH Series, Panel PCB Mount, Through Hole Right Angle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIH47M400C1/AA=Order Code:3933592=Product Range:PCIH Series=Technical Datasheet: PCIH47M400C1/AA  Datasheet,No. of Contacts:47Contacts=Product Range:PCIH Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£51.13,1+:£51.13=5+:£44.16=10+:£41.34=25+:£37.72=50+:£34.09=100+:£33.41,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",3933577-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIH47F400A1/AA,"Rectangular Power Connector, 47 Contacts, PCIH Series, Panel PCB Mount, Through Hole, Receptacle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIH47F400A1/AA=Order Code:3933583=Product Range:PCIH Series=Technical Datasheet: PCIH47F400A1/AA  Datasheet,No. of Contacts:47Contacts=Product Range:PCIH Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£74.93,1+:£74.93=5+:£62.17=10+:£56.72=25+:£51.27=50+:£50.24=100+:£49.22,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.039009",3933583-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
214788-E,"Rectangular Power Connector, 6P, M4, THT, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214788-E=Order Code:4060451=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£2.52,1+:£2.52=10+:£1.87=100+:£1.49=250+:£1.39=500+:£1.27=1000+:£1.15,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIM37W16M400A1/AA,"Rectangular Power Connector, 37 Contacts, PCIM Series, Panel PCB Mount, Through Hole Right Angle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIM37W16M400A1/AA=Order Code:3933602=Product Range:PCIM Series=Technical Datasheet: PCIM37W16M400A1/AA  Datasheet,No. of Contacts:37Contacts=Product Range:PCIM Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£38.08,1+:£38.08=5+:£32.89=10+:£30.79=25+:£28.09=50+:£25.39=100+:£24.88,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",3933596-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLA04M300A1/AA,"Rectangular Power Connector, 4 Contacts, PLA Series, Panel PCB Mount, Through Hole Straight, 5 mm",Manufacturer:POSITRONIC=Manufacturer Part No:PLA04M300A1/AA=Order Code:3933608=Product Range:PLA Series=Technical Datasheet: PLA04M300A1/AA  Datasheet,No. of Contacts:4Contacts=Product Range:PLA Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£8.17,1+:£8.17=10+:£6.08=25+:£5.39=100+:£5.04=250+:£4.16=500+:£4.08,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,POSIS06982-1.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLA06M4BN0A1/AA,"Rectangular Power Connector, 6 Contacts, PLA Series, Panel PCB Mount, Through Hole Right Angle",Manufacturer:POSITRONIC=Manufacturer Part No:PLA06M4BN0A1/AA=Order Code:3933615=Product Range:PLA Series=Technical Datasheet: PLA06M4BN0A1/AA  Datasheet,No. of Contacts:6Contacts=Product Range:PLA Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£15.71,1+:£15.71=5+:£11.68=10+:£10.69=25+:£9.69=50+:£9.50=100+:£9.30,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,POSIS07951-1.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
214803-E,"Rectangular Power Connector, 6P, 8-32 UNC, THT, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214803-E=Order Code:4060456=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£2.83,1+:£2.83=10+:£2.10=100+:£1.67=250+:£1.57=500+:£1.43=1000+:£1.29,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIH38M400A1/AA,"Rectangular Power Connector, 38 Contacts, PCIH Series, Panel PCB Mount, Through Hole Right Angle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIH38M400A1/AA=Order Code:3933578=Product Range:PCIH Series=Technical Datasheet: PCIH38M400A1/AA  Datasheet,No. of Contacts:38Contacts=Product Range:PCIH Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£25.67,1+:£25.67=5+:£23.03=10+:£20.42=25+:£19.11=50+:£17.44=100+:£15.76,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",3933577-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
